 14404|5| 
 14447|5| 
 14472|5| 
 14593|5| 
 14704|5| 
 14776|5| 
 14895|5| 
 14972|5| 
 14999|5| 
 15088|5| 
 15114|5| 
 15176|5| 
   152|5| 
 15286|5| 
 15320|5| 
 15329|5| 
 15338|5| 
 15372|5| 
 15418|5| 
 15426|5| 
 15427|5| 
 15429|5| 
 15430|5| 
  1544|5| 
  1548|5| 
   155|5| 
 15563|5| 
  1574|5| 
 16001|5| 
 16079|5| 
 16091|5| 
 16256|5| 
 16340|5| 
 16466|5| 
   165|5| 
 16586|5| 
 16636|5| 
  1702|5| 
 17271|5| 
 17312|5| 
 17499|5| 
 17501|5| 
 17526|5| 
 17552|5| 
 17559|5| 
 17599|5| 
 17628|5| 
 17689|5| 
 17696|5| 
 17806|5| 
 17872|5| 
 17893|5| 
 17980|5| 
 18113|5| 
 18160|5| 
 18282|5| 
 18401|5| 
  1869|5| 
 18782|5| 
 18821|5| 
 18959|5| 
 18974|5| 
 19122|5| 
 19379|5| 
 19527|5| 
 19556|5| 
 19557|5| 
 19565|5| 
 19698|5| 
 19785|5| 
 19815|5| 
 19915|5| 
 19982|5| 
 20297|5| 
 20398|5| 
 20463|5| 
 20467|5| 
 20478|5| 
 20577|5| 
 20580|5| 
 20606|5| 
 20663|5| 
 20668|5| 
 20740|5| 
 20974|5| 
 21023|5| 
 21051|5| 
 21073|5| 
 21105|5| 
 21160|5| 
  2133|5| 
 21405|5| 
 21437|5| 
 21569|5| 
 21571|5| 
 21578|5| 
 21645|5| 
 21699|5| 
 21728|5| 
 21745|5| 
 21785|5| 
 21811|5| 
 21907|5| 
 21977|5| 
  2202|5| 
 22051|5| 
 22106|5| 
 22162|5| 
 22187|5| 
 22190|5| 
 22433|5| 
 22454|5| 
 22476|5| 
 22487|5| 
 22493|5| 
 22592|5| 
  2281|5| 
 22868|5| 
 22880|5| 
 22911|5| 
 22927|5| 
 23047|5| 
 23130|5| 
 23151|5| 
 23248|5| 
 23366|5| 
 23480|5| 
 23609|5| 
 23650|5| 
 23738|5| 
 23888|5| 
 24150|5| 
 24164|5| 
  2418|5| 
  2424|5| 
 24582|5| 
 24646|5| 
 24696|5| 
 24750|5| 
  2480|5| 
  2633|5| 
  2674|5| 
  2757|5| 
  2828|5| 
  2836|5| 
  2910|5| 
  2914|5| 
  3091|5| 
  3101|5| 
   327|5| 
  3427|5| 
  3648|5| 
  3964|5| 
  3995|5| 
  4014|5| 
  4148|5| 
  4247|5| 
  4255|5| 
  4263|5| 
  4284|5| 
  4324|5| 
  4412|5| 
  4428|5| 
  4464|5| 
   447|5| 
  4516|5| 
  4656|5| 
  4735|5| 
   480|5| 
  4816|5| 
   482|5| 
    50|5| 
  5004|5| 
   517|5| 
  5282|5| 
  5301|5| 
  5425|5| 
  5462|5| 
   547|5| 
  5480|5| 
  5597|5| 
  5607|5| 
  5649|5| 
  5659|5| 
  5786|5| 
  5922|5| 
   595|5| 
   599|5| 
  6070|5| 
   610|5| 
  6173|5| 
  6208|5| 
  6222|5| 
  6300|5| 
  6354|5| 
  6387|5| 
  6388|5| 
  6435|5| 
  6437|5| 
  6438|5| 
  6482|5| 
   650|5| 
  6533|5| 
  6555|5| 
   657|5| 
  6602|5| 
   661|5| 
  6660|5| 
  6747|5| 
  6805|5| 
  6813|5| 
  6848|5| 
  6857|5| 
  6860|5| 
  6920|5| 
  6940|5| 
  6983|5| 
  6994|5| 
  7000|5| 
  7071|5| 
  7095|5| 
  7097|5| 
  7121|5| 
  7149|5| 
  7209|5| 
  7254|5| 
  7328|5| 
  7386|5| 
  7396|5| 
  7518|5| 
  7524|5| 
    77|5| 
  7885|5| 
   794|5| 
  8022|5| 
  8083|5| 
  8105|5| 
  8191|5| 
  8231|5| 
  8389|5| 
   839|5| 
  8703|5| 
  8753|5| 
  8900|5| 
   892|5| 
  9000|5| 
  9035|5| 
   923|5| 
  9250|5| 
  9311|5| 
  9411|5| 
  9462|5| 
  9488|5| 
   949|5| 
  9542|5| 
  9578|5| 
   963|5| 
  9636|5| 
  9664|5| 
  9807|5| 
  9902|5| 
  9931|5| 
